MRID,702,701,600,601,604,606,607,613,614,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,4,11,23,30,31,32,35,36,37,38,39,40,41,47,48,49,50,51,52,55,56,57,58,59,60,61,62,71,72,73,75,76,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,100,101,102,103,104,105,106,107,108,109,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,129,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
sub-1237,1467349.7732543945,1278021.3457641602,187699.572265625,744057.6009521484,489936.38220214844,366157.00018310547,238070.31103515625,366978.8541870117,239685.5512084961,12180.519958496094,159293.62438964844,64350.920959472656,383266.1687011719,38493.463134765625,125832.779296875,201689.65631103516,238732.4976196289,22943.836853027344,73484.14489746094,31954.525329589844,191162.7462158203,19510.36846923828,63193.6416015625,102450.78533935547,117346.88916015625,11973.818725585938,74887.73291015625,32396.395629882812,192103.42248535156,18983.094665527344,62639.1376953125,99238.87097167969,121385.60845947266,8609.663330078125,21649.16925048828,17625.302734375,12561.741394042969,206410.36590576172,176855.80279541016,38493.463134765625,81664.31524658203,44168.46405029297,107535.3881225586,94154.26818847656,127774.7807006836,110957.71691894531,10799.211120605469,8867.111572265625,6106.9693603515625,103509.04614257812,87653.70007324219,19510.36846923828,41733.84533691406,21459.796264648438,53946.546325683594,48504.239013671875,62567.34924316406,54779.53991699219,10849.958129882812,8758.191162109375,6454.772033691406,102901.3197631836,89202.10272216797,18983.094665527344,39930.46990966797,22708.66778564453,53588.841796875,45650.02917480469,65207.43145751953,56178.177001953125,21031.541015625,14393.584655761719,115463.06115722656,39203.92126464844,16318.2578125,26170.60400390625,12322.859130859375,9029.254455566406,37964.951599121094,34670.10919189453,80827.60845947266,26707.779663085938,17547.325622558594,99540.87756347656,10686.577514648438,10252.133605957031,7379.3577880859375,58455.603759765625,19172.467651367188,8249.483337402344,13443.006530761719,6067.3619384765625,4344.4390869140625,19585.8701171875,17803.5361328125,40481.26062011719,13465.285705566406,8469.799621582031,48403.98272705078,5693.56689453125,10779.407409667969,7014.226867675781,57007.45739746094,20031.45361328125,8068.774475097656,12727.597473144531,6255.4971923828125,4684.815368652344,18379.081481933594,16866.57305908203,40346.34783935547,13242.493957519531,9077.526000976562,51136.89483642578,4993.0106201171875,987.7100830078125,1372.6447143554688,471.57586669921875,518.6096801757812,1148.615234375,1177.0830688476562,21083.525756835938,3537.4378662109375,3461.9362182617188,60426.072998046875,59042.28869628906,14461.659912109375,14441.856201171875,4684.815368652344,4375.382385253906,535.9379272460938,402.26287841796875,8073.725402832031,11571.555847167969,1756.3416137695312,1687.0286254882812,5084.602783203125,5131.6365966796875,8758.191162109375,8867.111572265625,5030.142578125,5124.210205078125,5265.3116455078125,2651.2218017578125,3005.213134765625,628.767822265625,500.043701171875,89202.10272216797,87653.70007324219,22708.66778564453,21459.796264648438,45650.02917480469,48504.239013671875,56178.177001953125,54779.53991699219,547.0775146484375,677.0393676757812,3562.1925048828125,3100.5184936523438,2345.5020141601562,2329.4114990234375,12180.519958496094,3877.8141479492188,4834.5809326171875,4542.4761962890625,4911.3203125,1742.7265625,1297.14306640625,11718.845947265625,10400.661437988281,2791.0855102539062,3147.5523071289062,4237.994140625,4427.367126464844,5215.8023681640625,5391.560302734375,2491.5543823242188,2286.0908813476562,1963.0428466796875,1294.6676025390625,3067.0997314453125,2907.4323120117188,9077.526000976562,8469.799621582031,2194.4987182617188,2273.7135620117188,7062.4984130859375,7042.6947021484375,14378.731872558594,15882.576171875,8859.685180664062,9264.423522949219,1975.420166015625,2203.162841796875,5098.217834472656,4302.356201171875,1659.7985229492188,1954.3787231445312,18426.115295410156,19554.926818847656,4427.367126464844,6021.565856933594,4057.2852783203125,4306.069396972656,873.8387451171875,816.903076171875,2572.0069580078125,2455.66015625,8605.950134277344,5748.027099609375,17559.70294189453,16175.918640136719,3095.5675659179688,3645.1205444335938,4684.815368652344,4344.4390869140625,3357.9667358398438,2576.9578857421875,1633.80615234375,1881.3525390625,3751.5654907226562,4306.069396972656,12368.655212402344,12648.382629394531,3763.9428100585938,3781.2710571289062,2471.7506713867188,2468.0374755859375,1867.7374877929688,2527.4486083984375,11019.527404785156,11882.2265625,3003.9754028320312,2445.75830078125,1925.910888671875,2263.8117065429688,12613.726135253906,13641.043640136719,1760.0548095703125,1748.9152221679688,1135.0001831054688,1318.1845092773438,14523.546508789062,14146.038269042969,3864.1990966796875,5422.503601074219,9000.78662109375,9338.687438964844,3793.6483764648438,2876.489013671875,8607.187866210938,8859.685180664062,8573.769104003906,7114.483154296875,10624.69091796875,9231.004760742188,3385.1968383789062,3747.852294921875,1307.044921875,1680.8399658203125
